2023-09-03 09:25:02.9438|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: |Microsoft.Extensions.Hosting.Internal.ConsoleLifetime.OnApplicationStarted
2023-09-03 09:25:02.9438|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: |Microsoft.Extensions.Hosting.Internal.ConsoleLifetime.OnApplicationStarted
2023-09-03 09:25:02.9438|0|INFO|Microsoft.Hosting.Lifetime|Content root path: E:\VS2022\ToDoList\ToDoList |url: |action: |Microsoft.Extensions.Hosting.Internal.ApplicationLifetime.NotifyStarted
2023-09-03 09:25:04.6170|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:25:04.6290|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:25:04 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:25:36.9416|0|INFO|ToDoList.Service.Implementations.AccountService|Request for login a user: Lavenka |url: https://localhost/Account/Login|action: Login|ToDoList.Service.Implementations.AccountService.Login
2023-09-03 09:25:37.0576|0|INFO|ToDoList.Service.Implementations.AccountService|User logined: Lavenka |url: https://localhost/Account/Login|action: Login|ToDoList.Service.Implementations.AccountService.Login
2023-09-03 09:25:37.0858|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:25:37.0858|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:25:37 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:25:38.9891|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:25:38.9891|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:25:38 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:05.0052|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/Task/UpdateTaskForm/30015|action: UpdateTaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:05.0052|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:26:05 |url: https://localhost/Task/UpdateTaskForm/30015|action: UpdateTaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:07.9732|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:07.9732|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:26:07 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:16.9306|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/Task/UpdateTaskForm/30012|action: UpdateTaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:16.9306|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:26:16 |url: https://localhost/Task/UpdateTaskForm/30012|action: UpdateTaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:20.4097|0|INFO|ToDoList.Service.Implementations.TaskService|Request for update a task - ToDoList 25.08 |url: https://localhost/Task/Update|action: Update|ToDoList.Service.Implementations.TaskService.Update
2023-09-03 09:26:20.4256|0|INFO|ToDoList.Service.Implementations.TaskService|Task updated: ToDoList 25.08 03.09.2023 9:26:20 |url: https://localhost/Task/Update|action: Update|ToDoList.Service.Implementations.TaskService.Update
2023-09-03 09:26:20.4256|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:20.4256|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:26:20 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
